Condition,Fluxes
WT,0.239348355880425
WT,0.239348355880425
WT,0.239348355880425
WT,0.239348355880425
WT,0.239348355880425
WT,0.239348355880425
WT,0.23934066245339
WT,0.23934066245339
WT,0.23934066245339
WT,0.23934066245339
WT,0.23934066245339
WT,0.23934066245339
WT,0.239343563807299
WT,0.239343563807299
WT,0.239343563807299
WT,0.239343563807299
WT,0.239343563807299
WT,0.239343563807299
WT,0.239346933571249
WT,0.239346933571249
WT,0.239346933571249
WT,0.239346933571249
WT,0.239346933571249
WT,0.239346933571249
WT,0.239356887232714
WT,0.239356887232714
WT,0.239356887232714
WT,0.239356887232714
WT,0.239356887232714
WT,0.239356887232714
WT,0.23940101248599
WT,0.23940101248599
WT,0.23940101248599
WT,0.23940101248599
WT,0.23940101248599
WT,0.23940101248599
WT,0.239342061565952
WT,0.239342061565952
WT,0.239342061565952
WT,0.239342061565952
WT,0.239342061565952
WT,0.239342061565952
WT,0.239344494985434
WT,0.239344494985434
WT,0.239344494985434
WT,0.239344494985434
WT,0.239344494985434
WT,0.239344494985434
WT,0.239353887237022
WT,0.239353887237022
WT,0.239353887237022
WT,0.239353887237022
WT,0.239353887237022
WT,0.239353887237022
WT,0.239340864557588
WT,0.239340864557588
WT,0.239340864557588
WT,0.239340864557588
WT,0.239340864557588
WT,0.239340864557588
WT,0.239343998623755
WT,0.239343998623755
WT,0.239343998623755
WT,0.239343998623755
WT,0.239343998623755
WT,0.239343998623755
WT,0.239373528674889
WT,0.239373528674889
WT,0.239373528674889
WT,0.239373528674889
WT,0.239373528674889
WT,0.239373528674889
WT,0.239341569191201
WT,0.239341569191201
WT,0.239341569191201
WT,0.239341569191201
WT,0.239341569191201
WT,0.239341569191201
WT,0.239341924125227
WT,0.239341924125227
WT,0.239341924125227
WT,0.239341924125227
WT,0.239341924125227
WT,0.239341924125227
WT,0.239341871338319
WT,0.239341871338319
WT,0.239341871338319
WT,0.239341871338319
WT,0.239341871338319
WT,0.239341871338319
WT,0.239342241450105
WT,0.239342241450105
WT,0.239342241450105
WT,0.239342241450105
WT,0.239342241450105
WT,0.239342241450105
WT,0.239348580699909
WT,0.239348580699909
WT,0.239348580699909
WT,0.239348580699909
WT,0.239348580699909
WT,0.239348580699909
WT,0.239344463684309
WT,0.239344463684309
WT,0.239344463684309
WT,0.239344463684309
WT,0.239344463684309
WT,0.239344463684309
WT,0.239348467103719
WT,0.239348467103719
WT,0.239348467103719
WT,0.239348467103719
WT,0.239348467103719
WT,0.239348467103719
WT,0.239363122152091
WT,0.239363122152091
WT,0.239363122152091
WT,0.239363122152091
WT,0.239363122152091
WT,0.239363122152091
WT,0.239347928931123
WT,0.239347928931123
WT,0.239347928931123
WT,0.239347928931123
WT,0.239347928931123
WT,0.239347928931123
WT,0.23934006495876
WT,0.23934006495876
WT,0.23934006495876
WT,0.23934006495876
WT,0.23934006495876
WT,0.23934006495876
WT,0.239342539425821
WT,0.239342539425821
WT,0.239342539425821
WT,0.239342539425821
WT,0.239342539425821
WT,0.239342539425821
WT,0.239357312526126
WT,0.239357312526126
WT,0.239357312526126
WT,0.239357312526126
WT,0.239357312526126
WT,0.239357312526126
WT,0.239345057330123
WT,0.239345057330123
WT,0.239345057330123
WT,0.239345057330123
WT,0.239345057330123
WT,0.239345057330123
WT,0.239375056718835
WT,0.239375056718835
WT,0.239375056718835
WT,0.239375056718835
WT,0.239375056718835
WT,0.239375056718835
WT,0.239340015222575
WT,0.239340015222575
WT,0.239340015222575
WT,0.239340015222575
WT,0.239340015222575
WT,0.239340015222575
WT,0.239360113717034
WT,0.239360113717034
WT,0.239360113717034
WT,0.239360113717034
WT,0.239360113717034
WT,0.239360113717034
WT,0.239362004901636
WT,0.239362004901636
WT,0.239362004901636
WT,0.239362004901636
WT,0.239362004901636
WT,0.239362004901636
WT,0.239341621722074
WT,0.239341621722074
WT,0.239341621722074
WT,0.239341621722074
WT,0.239341621722074
WT,0.239341621722074
WT,0.239343722745522
WT,0.239343722745522
WT,0.239343722745522
WT,0.239343722745522
WT,0.239343722745522
WT,0.239343722745522
WT,0.239351904371059
WT,0.239351904371059
WT,0.239351904371059
WT,0.239351904371059
WT,0.239351904371059
WT,0.239351904371059
WT,0.239340916169412
WT,0.239340916169412
WT,0.239340916169412
WT,0.239340916169412
WT,0.239340916169412
WT,0.239340916169412
WT,0.239347824853619
WT,0.239347824853619
WT,0.239347824853619
WT,0.239347824853619
WT,0.239347824853619
WT,0.239347824853619
WT,0.239348709066647
WT,0.239348709066647
WT,0.239348709066647
WT,0.239348709066647
WT,0.239348709066647
WT,0.239348709066647
WT,0.239348308118191
WT,0.239348308118191
WT,0.239348308118191
WT,0.239348308118191
WT,0.239348308118191
WT,0.239348308118191
WT,0.23935289746687
WT,0.23935289746687
WT,0.23935289746687
WT,0.23935289746687
WT,0.23935289746687
WT,0.23935289746687
WT,0.239343386501698
WT,0.239343386501698
WT,0.239343386501698
WT,0.239343386501698
WT,0.239343386501698
WT,0.239343386501698
WT,0.239346505984749
WT,0.239346505984749
WT,0.239346505984749
WT,0.239346505984749
WT,0.239346505984749
WT,0.239346505984749
WT,0.239371306386253
WT,0.239371306386253
WT,0.239371306386253
WT,0.239371306386253
WT,0.239371306386253
WT,0.239371306386253
WT,0.239346409271025
WT,0.239346409271025
WT,0.239346409271025
WT,0.239346409271025
WT,0.239346409271025
WT,0.239346409271025
WT,0.239344632466754
WT,0.239344632466754
WT,0.239344632466754
WT,0.239344632466754
WT,0.239344632466754
WT,0.239344632466754
WT,0.239399754071259
WT,0.239399754071259
WT,0.239399754071259
WT,0.239399754071259
WT,0.239399754071259
WT,0.239399754071259
WT,0.239398322608708
WT,0.239398322608708
WT,0.239398322608708
WT,0.239398322608708
WT,0.239398322608708
WT,0.239398322608708
WT,0.239348465978131
WT,0.239348465978131
WT,0.239348465978131
WT,0.239348465978131
WT,0.239348465978131
WT,0.239348465978131
WT,0.239344180006295
WT,0.239344180006295
WT,0.239344180006295
WT,0.239344180006295
WT,0.239344180006295
WT,0.239344180006295
WT,0.239348621407391
WT,0.239348621407391
WT,0.239348621407391
WT,0.239348621407391
WT,0.239348621407391
WT,0.239348621407391
WT,0.239344964376955
WT,0.239344964376955
WT,0.239344964376955
WT,0.239344964376955
WT,0.239344964376955
WT,0.239344964376955
WT,0.239367980555378
WT,0.239367980555378
WT,0.239367980555378
WT,0.239367980555378
WT,0.239367980555378
WT,0.239367980555378
WT,0.239340688238389
WT,0.239340688238389
WT,0.239340688238389
WT,0.239340688238389
WT,0.239340688238389
WT,0.239340688238389
WT,0.239349120925028
WT,0.239349120925028
WT,0.239349120925028
WT,0.239349120925028
WT,0.239349120925028
WT,0.239349120925028
WT,0.239343077946979
WT,0.239343077946979
WT,0.239343077946979
WT,0.239343077946979
WT,0.239343077946979
WT,0.239343077946979
WT,0.239366065995883
WT,0.239366065995883
WT,0.239366065995883
WT,0.239366065995883
WT,0.239366065995883
WT,0.239366065995883
WT,0.239445677863735
WT,0.239445677863735
WT,0.239445677863735
WT,0.239445677863735
WT,0.239445677863735
WT,0.239445677863735
WT,0.23935811388479
WT,0.23935811388479
WT,0.23935811388479
WT,0.23935811388479
WT,0.23935811388479
WT,0.23935811388479
WT,0.239404204474574
WT,0.239404204474574
WT,0.239404204474574
WT,0.239404204474574
WT,0.239404204474574
WT,0.239404204474574
WT,0.239341108603236
WT,0.239341108603236
WT,0.239341108603236
WT,0.239341108603236
WT,0.239341108603236
WT,0.239341108603236
WT,0.23937072225327
WT,0.23937072225327
WT,0.23937072225327
WT,0.23937072225327
WT,0.23937072225327
WT,0.23937072225327
WT,0.239350869378493
WT,0.239350869378493
WT,0.239350869378493
WT,0.239350869378493
WT,0.239350869378493
WT,0.239350869378493
WT,0.23934935679964
WT,0.23934935679964
WT,0.23934935679964
WT,0.23934935679964
WT,0.23934935679964
WT,0.23934935679964
WT,0.2393694845637
WT,0.2393694845637
WT,0.2393694845637
WT,0.2393694845637
WT,0.2393694845637
WT,0.2393694845637
WT,0.239348508221908
WT,0.239348508221908
WT,0.239348508221908
WT,0.239348508221908
WT,0.239348508221908
WT,0.239348508221908
WT,0.239348141112666
WT,0.239348141112666
WT,0.239348141112666
WT,0.239348141112666
WT,0.239348141112666
WT,0.239348141112666
WT,0.239341788922594
WT,0.239341788922594
WT,0.239341788922594
WT,0.239341788922594
WT,0.239341788922594
WT,0.239341788922594
WT,0.239342703871847
WT,0.239342703871847
WT,0.239342703871847
WT,0.239342703871847
WT,0.239342703871847
WT,0.239342703871847
WT,0.239389736570267
WT,0.239389736570267
WT,0.239389736570267
WT,0.239389736570267
WT,0.239389736570267
WT,0.239389736570267
WT,0.239340483518816
WT,0.239340483518816
WT,0.239340483518816
WT,0.239340483518816
WT,0.239340483518816
WT,0.239340483518816
WT,0.239362876923642
WT,0.239362876923642
WT,0.239362876923642
WT,0.239362876923642
WT,0.239362876923642
WT,0.239362876923642
WT,0.23936355629454
WT,0.23936355629454
WT,0.23936355629454
WT,0.23936355629454
WT,0.23936355629454
WT,0.23936355629454
WT,0.239343861793173
WT,0.239343861793173
WT,0.239343861793173
WT,0.239343861793173
WT,0.239343861793173
WT,0.239343861793173
WT,0.239351289462872
WT,0.239351289462872
WT,0.239351289462872
WT,0.239351289462872
WT,0.239351289462872
WT,0.239351289462872
WT,0.239348424448774
WT,0.239348424448774
WT,0.239348424448774
WT,0.239348424448774
WT,0.239348424448774
WT,0.239348424448774
WT,0.239349164619503
WT,0.239349164619503
WT,0.239349164619503
WT,0.239349164619503
WT,0.239349164619503
WT,0.239349164619503
WT,0.239341421944845
WT,0.239341421944845
WT,0.239341421944845
WT,0.239341421944845
WT,0.239341421944845
WT,0.239341421944845
WT,0.239401013416902
WT,0.239401013416902
WT,0.239401013416902
WT,0.239401013416902
WT,0.239401013416902
WT,0.239401013416902
WT,0.239344180578638
WT,0.239344180578638
WT,0.239344180578638
WT,0.239344180578638
WT,0.239344180578638
WT,0.239344180578638
WT,0.239366748532003
WT,0.239366748532003
WT,0.239366748532003
WT,0.239366748532003
WT,0.239366748532003
WT,0.239366748532003
WT,0.239345788805403
WT,0.239345788805403
WT,0.239345788805403
WT,0.239345788805403
WT,0.239345788805403
WT,0.239345788805403
WT,0.239357970412885
WT,0.239357970412885
WT,0.239357970412885
WT,0.239357970412885
WT,0.239357970412885
WT,0.239357970412885
WT,0.239375668245466
WT,0.239375668245466
WT,0.239375668245466
WT,0.239375668245466
WT,0.239375668245466
WT,0.239375668245466
WT,0.239354974656998
WT,0.239354974656998
WT,0.239354974656998
WT,0.239354974656998
WT,0.239354974656998
WT,0.239354974656998
WT,0.239373409606474
WT,0.239373409606474
WT,0.239373409606474
WT,0.239373409606474
WT,0.239373409606474
WT,0.239373409606474
WT,0.239341239689558
WT,0.239341239689558
WT,0.239341239689558
WT,0.239341239689558
WT,0.239341239689558
WT,0.239341239689558
WT,0.239341312228722
WT,0.239341312228722
WT,0.239341312228722
WT,0.239341312228722
WT,0.239341312228722
WT,0.239341312228722
WT,0.239341913837426
WT,0.239341913837426
WT,0.239341913837426
WT,0.239341913837426
WT,0.239341913837426
WT,0.239341913837426
WT,0.239340710584459
WT,0.239340710584459
WT,0.239340710584459
WT,0.239340710584459
WT,0.239340710584459
WT,0.239340710584459
WT,0.239367661137574
WT,0.239367661137574
WT,0.239367661137574
WT,0.239367661137574
WT,0.239367661137574
WT,0.239367661137574
WT,0.239341246503243
WT,0.239341246503243
WT,0.239341246503243
WT,0.239341246503243
WT,0.239341246503243
WT,0.239341246503243
WT,0.239345149519047
WT,0.239345149519047
WT,0.239345149519047
WT,0.239345149519047
WT,0.239345149519047
WT,0.239345149519047
WT,0.239341858662771
WT,0.239341858662771
WT,0.239341858662771
WT,0.239341858662771
WT,0.239341858662771
WT,0.239341858662771
WT,0.239375352262706
WT,0.239375352262706
WT,0.239375352262706
WT,0.239375352262706
WT,0.239375352262706
WT,0.239375352262706
WT,0.239371324137039
WT,0.239371324137039
