	1_1	1_2	1_3	1_4	1_5	1_6	2_1	2_2	2_3	2_4	2_5	2_6	3_1	3_2	3_3	3_4	3_5	3_6	4_1	4_2	4_3	4_4	4_5	4_6	6_1	6_2	6_3	6_4	6_5	6_6	T1_Col-0_1	T1_Col-0_2	T1_Col-0_3	T1_Col-0_4	T1_Col-0_5	T1_Col-0_6	10_1	10_2	10_3	10_4	10_5	10_6	11_1	11_2	11_3	11_4	11_5	11_6	12_1	12_2	12_3	12_4	12_5	12_6	7_1	7_2	7_3	7_4	7_5	7_6	8_1	8_2	8_3	8_4	8_5	8_6	T2_Col-0_1	T2_Col-0_2	T2_Col-0_3	T2_Col-0_4	T2_Col-0_5	T2_Col-0_6	13_1	13_2	13_3	13_4	13_5	13_6	14_1	14_2	14_3	14_4	14_5	14_6	15_1	15_2	15_3	15_4	15_5	15_6	16_1	16_2	16_3	16_4	16_5	16_6	17_1	17_2	17_3	17_4	17_5	17_6	T3_Col-0_1	T3_Col-0_2	T3_Col-0_3	T3_Col-0_4	T3_Col-0_5	T3_Col-0_6	18_1	18_2	18_3	18_4	18_5	18_6	19_1	19_2	19_3	19_4	19_5	19_6	20_1	20_2	20_3	20_4	20_5	20_6	21_1	21_2	21_3	21_4	21_5	21_6	22_2	22_3	22_4	22_5	22_6	T4_Col-0_1	T4_Col-0_2	T4_Col-0_3	T4_Col-0_4	T4_Col-0_5	T4_Col-0_6	23_1	23_2	23_3	23_4	23_5	23_6	24_1	24_2	24_3	24_4	24_5	24_6	26_1	26_2	26_3	26_4	26_5	26_6	27_1	27_2	27_3	27_4	27_5	27_6	30_1	30_2	30_3	30_4	30_6	T5_Col-0_1	T5_Col-0_2	T5_Col-0_3	T5_Col-0_4	T5_Col-0_5	T5_Col-0_6	31_1	31_2	31_3	31_4	31_5	31_6	32_1	32_2	32_3	32_4	32_5	33_1	33_2	34_1	34_2	34_3	34_4	34_5	34_6	35_1	35_2	35_3	35_4	35_5	35_6	T6_Col-0_1	T6_Col-0_2	T6_Col-0_3	T6_Col-0_4	T6_Col-0_5	T6_Col-0_6	37_1	37_2	37_4	37_5	37_6	38_1	38_2	38_3	38_4	38_5	39_1	39_2	39_3	39_4	39_5	39_6	41_1	41_3	41_5	41_6	42_1	42_2	42_3	42_4	42_5	42_6	T7_Col-0_1	T7_Col-0_2	T7_Col-0_3	T7_Col-0_4	T7_Col-0_5	T7_Col-0_6	49_1	49_2	49_3	49_4	49_5	49_6	50_2	50_3	50_4	50_5	50_6	53_1	53_3	53_4	53_5	53_6	55_1	55_2	55_3	55_4	55_5	55_6	56_1	56_2	56_3	56_4	56_5	56_6	T8_Col-0_1	T8_Col-0_2	T8_Col-0_3	T8_Col-0_4	T8_Col-0_5	T8_Col-0_6	59_1	59_2	59_3	59_4	59_5	59_6	61_1	61_2	61_3	61_4	61_5	61_6	62_1	62_2	62_3	62_4	62_5	62_6	63_1	63_2	63_3	63_4	63_5	63_6	66_1	66_2	66_3	66_4	66_5	66_6	T9_Col-0_1	T9_Col-0_2	T9_Col-0_3	T9_Col-0_4	T9_Col-0_5	T9_Col-0_6	68_1	68_2	68_3	68_4	68_5	68_6	69_1	69_2	69_3	69_4	69_5	69_6	70_1	70_2	70_3	70_4	70_5	70_6	71_2	71_3	71_4	71_5	71_6	72_1	72_2	72_3	72_4	72_5	72_6	T10_Col-0_1	T10_Col-0_2	T10_Col-0_3	T10_Col-0_4	T10_Col-0_5	T10_Col-0_6	73_1	73_2	73_3	73_4	73_5	73_6	74_1	74_2	74_3	74_4	74_5	74_6	75_1	75_2	75_3	75_4	75_5	75_6	77_1	77_2	77_3	77_4	77_5	77_6	78_1	78_2	78_3	78_4	78_5	T11_Col-0_1	T11_Col-0_2	T11_Col-0_3	T11_Col-0_4	T11_Col-0_5	T11_Col-0_6	79_1	79_3	79_5	79_6	83_2	83_3	83_4	83_5	83_6	84_1	84_2	84_3	84_4	84_5	84_6	85_1	85_2	85_3	85_4	85_5	85_6	86_1	86_2	86_3	86_4	86_5	86_6	T12_Col-0_1	T12_Col-0_2	T12_Col-0_3	T12_Col-0_4	T12_Col-0_5	T12_Col-0_6	87_1	87_2	87_3	87_4	87_5	87_6	88_1	88_2	88_3	88_4	88_5	89_1	89_2	89_3	89_4	89_5	89_6	90_1	90_2	90_3	90_4	90_5	90_6	92_1	92_2	92_3	92_4	92_5	92_6	T13_Col-0_1	T13_Col-0_2	T13_Col-0_3	T13_Col-0_4	T13_Col-0_5	T13_Col-0_6	93_1	93_2	93_3	93_4	93_5	93_6	94_1	94_2	94_3	94_4	94_5	94_6	95_1	95_2	95_3	95_4	95_5	95_6	96_1	96_2	96_3	96_4	96_5	96_6	97_1	97_2	97_3	97_4	97_5	97_6	T14_Col-0_1	T14_Col-0_2	T14_Col-0_3	T14_Col-0_4	T14_Col-0_5	113_1	113_2	113_3	113_4	113_5	113_6	114_1	114_2	114_3	114_4	114_5	114_6	115_1	115_2	115_3	115_4	115_5	115_6	98_2	98_3	98_4	98_5	98_6	99_1	99_2	99_3	99_4	99_5	99_6	T15_Col-0_1	T15_Col-0_2	T15_Col-0_3	T15_Col-0_4	T15_Col-0_5	T15_Col-0_6	116_1	116_2	116_3	116_4	116_5	116_6	126_1	126_2	126_3	126_4	126_5	126_6	127_1	127_2	127_3	127_4	127_5	127_6	133_1	133_2	133_3	133_4	133_5	133_6	139_1	139_2	139_3	139_4	139_5	139_6	T16_Col-0_1	T16_Col-0_2	T16_Col-0_3	T16_Col-0_4	T16_Col-0_5	29_1	29_2	29_3	29_4	29_5	40_1	40_2	40_3	40_4	40_5	60_1	60_2	60_3	60_4	60_5	64_1	64_2	64_3	64_4	64_5	9_1	9_2	9_3	9_4	9_5	T17_Col-0_1	T17_Col-0_2	T17_Col-0_3	T17_Col-0_4	T17_Col-0_5	101_1	101_2	101_3	101_4	101_5	101_6	102_1	102_2	102_3	102_4	102_5	102_6	105_1	105_2	105_3	105_4	105_5	105_6	106_1	106_2	106_3	106_4	106_5	106_6	81_1	81_2	81_3	81_4	81_5	81_6	T18_Col-0_1	T18_Col-0_2	T18_Col-0_3	T18_Col-0_4	T18_Col-0_5	T18_Col-0_6	109_1	109_2	109_3	109_4	109_5	109_6	110_1	110_2	110_3	110_4	110_5	110_6	111_1	111_2	111_3	111_4	111_5	111_6	112_1	112_2	112_3	112_4	112_5	112_6	117_1	117_2	117_3	117_4	117_5	117_6	T19_Col-0_1	T19_Col-0_2	T19_Col-0_3	T19_Col-0_4	T19_Col-0_5	T19_Col-0_6	142_1	142_2	142_3	142_4	142_5	142_6	144_1	144_2	144_3	144_4	144_5	144_6	146_1	146_2	146_3	146_4	146_5	146_6	147_1	147_2	147_3	147_4	147_5	147_6	148_1	148_2	148_3	148_4	148_5	148_6	T20_Col-0_1	T20_Col-0_2	T20_Col-0_3	T20_Col-0_4	T20_Col-0_5	T20_Col-0_6	149_1	149_2	149_3	149_4	149_5	149_6	150_1	150_2	150_3	150_4	150_5	150_6	153_1	153_2	153_3	153_4	154_1	154_2	154_3	154_4	154_5	154_6	155_1	155_2	155_3	T21_Col-0_1	T21_Col-0_2	T21_Col-0_3	T21_Col-0_4	T21_Col-0_5	156_1	156_2	156_3	156_4	156_5	156_6	157_1	157_3	157_4	159_1	159_2	159_3	159_4	159_6	160_1	160_2	160_3	160_4	160_5	160_6	162_1	162_2	162_3	162_4	162_5	162_6	T22_Col-0_1	T22_Col-0_2	T22_Col-0_3	T22_Col-0_4	T22_Col-0_5	T22_Col-0_6
DGDG 32:0	235359.2188	256199.5625	188608.5781	181438.2969	192977.5156	203625.0625	173777.0313	222241.6875	207017.125	188836.8906	184187.7188	196467.9219	163775.6094	156619.9219	201962.7031	183744.5469	166481.1563	214111.7188	113055.5313	97444.41406	80667.03125	180256.1094	98294.13281	115330.7813	192449.0938	177821.3125	160404.3906	201032.8438	182942.0938	183656.2344	220632.3438	171623.3438	157836.3438	149188.9688	157954.2344	245236.8281	162222.5156	102691.5469	201006.6719	168589.9219	265794.3125	228745.8125	189274.375	130174.6563	170586.2031	221176.9844	218250.875	218409.0938	193849.4688	166109.7813	179671.0156	192151.7031	293382.4375	218828.375	160563.2813	164022.4219	171961.5	156684.5469	170310.7031	191612.0625	157223.6875	174133.3125	176356.2969	194284.0625	200048.9063	209055.1406	156504.5625	149362.4375	158272.9844	152220.8594	183346.4375	226369.9688	198668.9375	160402.2813	175800.0313	147857.125	232223.1563	222792.3125	179810.6563	156118.7656	176361.0469	154738.8906	169053.4219	189897.1719	146211.7969	142262.9063	165703.8594	160399.7344	171476.7344	193123.3594	152856.4219	167105.8906	201277.7813	245782.4375	160243.125	191424.875	166717.75	187371.3281	176233.8906	187056.4219	157956.7344	220870.0469	186630.375	216378.5625	200392.3125	227608.5625	164135.2813	176506.3281	189874.75	191116.5156	103130.8125	156997.9531	145892.1563	189331.4375	138503.0938	131060.3594	107035.1719	103774.8203	132349.1719	210802.2344	181073.2969	139093.9531	194370.8906	125627.3984	159200.4688	189925.9063	150406.5781	129070.4844	144404.25	125586.4688	137857.375	150706.9844	106957.2813	104805.9453	118860.75	142940.25	148108.5469	170748.9688	121747.4609	137297.5938	191580.5313	180393.0156	190834.9531	70633.20313	160376.9375	91635.44531	124666.1875	114327.5	122814.8359	174805.3281	112249.4531	181309.4375	122871.3594	191152.8438	153493.8594	204730.9688	141805.4375	141227.3281	140902.5625	133665.9688	127699.0469	59337.71094	88870.54688	75400.13281	63218.75	87360.90625	101693.5938	275449.5625	135883.3438	138245.7031	107478.4531	154009.8125	143773.4063	117552.0703	124161.6641	151476.4844	138908.6875	155893.3906	186105.0938	296133.25	219515.5313	236758.5313	211276.4375	257460.5625	165078.1094	192240	177652.25	188830.0469	219294.4375	213072.4375	103858.4297	238708.7344	285005.875	207610.0156	163175.4375	242738.0625	227907.5938	245739.2813	246864.0781	220384.4375	162184.5313	229200.5938	260352.7813	234890.1563	251883.5469	248802.1563	210558.75	211199.375	138496.4063	296751.625	281482.75	340135.1563	274855.2188	290363.375	148062.9219	157821.4688	178048.9688	199155.7656	196519.9063	180437.2188	237768.2969	283849.6875	214394.7031	265266.2188	319616.1875	277205.0938	321179.2813	287751.875	281576.1875	273937.0938	278569.4688	305694.0313	209959.8594	292930.0938	224397.4531	209084.0313	241385.5781	172461.75	288213.25	183285.3906	315600.25	207590.8281	215281.3438	186157.7813	205066.9688	199328.2813	198287.1406	212386.4063	214472.4375	173946.25	262209.3125	248199.8594	173035	289502.0625	204237.2813	256010.9375	243305.2188	203508.0625	193965.125	230195.9688	247256.0625	191037.8906	181492.6875	185037.2969	184575.4219	156775.5313	151323.1875	155836.4219	148174.1094	222626.9063	198077.625	198991.4688	198023.7813	218363.1563	195613.1094	284336	215837.6719	246284.8125	259067.9063	164186.5938	255138.9219	243957.4688	183055.2969	198346.5781	240818.5781	235243.875	199285.0938	225118.1406	239916.1094	247201.5781	226485.0313	214670.125	194343.5938	235892.1563	175533.7813	175055.0625	183086.0313	137415.9375	226322.3125	223582.3438	236381.9844	220304.25	187808.5313	232885.2813	174382.5625	214230.3594	211564.4063	216343.0469	210058.7344	265306.375	211287.7969	198782.9844	345537.5625	251211.5469	225451.125	231688.375	243346.0313	293525.5313	263733.5625	257986.8438	194566	274978.6875	259235.875	342974.9063	344123.8125	264010.8125	320199.125	270264.6875	342563.5625	276358.3438	300110.875	240103.2969	306036.375	325017.875	258140.1094	325853	264071.75	307413.75	235241.75	249711.0625	321498.0938	238848.5156	225494.5313	215147.3594	195488.4063	236870.4219	58135.39844	95053.71875	76699.625	61338.32031	46746.70703	53878.15625	50586.69531	69874.91406	48626.16406	55013.3125	72731.19531	50920.66016	44900.40625	59737.23438	62586.50391	64268.45313	61935.32031	52343.64844	68266.28906	72420.1875	65544.20313	65007.71875	82458.82031	67125.3125	62184.36328	59772.75	75938.85938	68023.46094	83945.52344	69402.11719	49146.92969	62268.85156	58728.85547	34587.49219	62039.48828	111054.875	86124.76563	89771.10938	115932.0547	40673.75	44114.41797	48509.44531	50494.22656	43875.5	248217.5313	78069.64844	45644.80469	175809.4688	96008.82813	73955.63281	71945.6875	109712.1328	66094.92969	80371.86719	94544.45313	91933.16406	93679.17969	86386.45313	96381.14063	94062.125	74909.09375	74450.9375	84056.67188	81767.30469	76001.01563	78718.20313	75479.91406	89029.32031	78864.5	69140.98438	65299.66406	69650.19531	85351.05469	77676.17969	79178.14063	56130.36719	85834.33594	87206.09375	81339.8125	174259.9688	53307.10938	76762.1875	70876.84375	78411.22656	77916.54688	71704.63281	74427.25781	82485.82031	79514.0625	75785.71875	99763.3125	96652.32813	93553.67969	80993.48438	73853.58594	86136.92969	77989.86719	79040.17188	64461.90625	69708.48438	75516.3125	71452.60938	80956.01563	95634.4375	97972.17969	81263.82813	107916.0781	115200.5156	96215.26563	85068.70313	91361.85156	100117.1406	97531.625	79977.09375	90831.21875	48265.15625	65952.77344	66300.15625	61646.35938	67345.30469	70228.50781	86708.5	93039.09375	93861.5625	99102.91406	84478.54688	99788.28125	113360.6797	92432.625	93111.79688	96167.3125	111211.6719	111447.9844	90397.55469	83985.125	94319.57813	101295.8828	124649.7891	82892.49219	81839.96875	81529.92969	85526.32813	124209.5	97714.96875	73936.54688	68092.88281	84140.64063	66935.4375	80849.625	82986.39063	84775.44531	115041.8672	88894.23438	93394.55469	95112.25	103619.0469	80095.39844	92805.01563	109025.1016	88292.90625	87863.99219	90270.09375	70828.19531	71940.95313	71750.66406	80892.50781	96867.125	88692.91406	101412.1641	82178.10938	70645.04688	97462.03125	80585.45313	117156.6328	124317.75	104408.5703	117639.7188	146851.4063	141669.2188	103720.625	124897.1953	77024.5	116744.9844	110055.4531	128996.1797	92019.875	100135.625	111597.1953	106101.4609	107976.0469	147587.0938	91275.4375	124186.2813	111777.1328	102269.9609	126238.3516	168122.3438	104145.4297	99381.95313	100345.0547	115205.2188	86794.8125	106380.6563	77658.01563	92940.67188	92081.64844	109846.6016	113033.7734	192158.3125	262434.6563	215047.0625	257444.8281	376198.375	254300.7188	243240.3125	317590.25	257983.6875	265940.875	312835.8438	178385.7656	269124.8125	273484.9375	300020.375	195949.3125	193548.1563	227086.9375	233493.75	236079.0938	200773.8438	175927.4688	280675.3438	139833.6719	253819.25	283342.3438	160726.0313	278139.7188	263131.2813	230598.1875	197003.4531	155492.3594	252056.2813	205175.7344	234348.5469	229295.2188	179375.4531	241261.5469	227894.6875	194043.75	178309.7813	200347.7188	226976.1563	293345	248969.0781	233877.25	175596.2813	325891.875	186523.8438	207913.1875	233210.5625	215508.5781	240918.5781	216237.2031	241945.3281	231000.3906	241321.625	261495.875	225718.7344	243240.6094	240501.7656	250940.6875	233965.6406	189082.75	237845.7031	230720.2656	134392.75	152193.7656	142632.25	197768.0313	157740.9688	189706.5781	122365.3516	196678.2969	158594.6563	178982.6563	241896.8438	203505.0156	139623.2188	146256.7656	196029.0469	162084.4063	205455.7188	184041.6094	220992.4063	206573.6719	213660.6719	223127.2656	192520.0469	227615.9688	163976.4531	190295.1406	139711.8438	208168.5781	188421.2813	155046.5625	149742.8281	230122.0938	247738.4688	211075.0156	177737.8438	177726.0625	164491	222928.6719	161134.8125	162501.9531	199497.9531	196845.375	191578.6563	221983.0469	187819.5313	218178.0625	210850.1563	218116.3125	212480.2813	194842.4063	176794.2813	178595.2188	227397.0781	189896.375	254767.8438	264161.6875	254593.4375	278434.3125	240258.1406	231032.2969	255529.9375	300962.5625	238820.9063	291015.625	294113.9063	246265.25	292964.0938	251354.0313	278517.5625	247123.2813	291716.6563	234074.0313	194729.8281	166550	147683.6094	181222.7969	169062.7813	210915.375	191929.4375	156147.7969	163744.0781	149517.3906	177626.1094	188456.4688	181563.8438	212119.6875	165726.8281	209426.2344	161334.1875	189628.9844	187989.125	208164.6719	149471.5156	228875.2031	170982.625	173485.375	180514.4844	187693.1875	180870.1875	203015.7813	189095.9375	174333.0156	112441.4141	210357.9531	187939.9688	178411.2969	237285.5313	190792.0938	195831.2813	216686.5313	168330.6094	128666.5313	246805.1563	203655.5625	224756.0781	215442.9844	222004.2031	113998.9688	230595.5	203624.7188	197275.7031	184579.9219	203799.5938	212602.125	269351.25	257160.4063	211826.375	214056.9531	175889.4219	150410.5625	202107.1719	194154	198284.9375	195353.4531
DGDG 32:2	10315.26465	10827.61621	10447.16992	6706.404297	8549.144531	8558.337891	0	11649.55078	0	9547.510742	7886.357422	8026.293945	10607.74023	10615.1543	10138.03418	9126.083984	8954.196289	7581.542969	12788.99609	9846.298828	10644.73438	7850.257813	11664.11328	6633.751953	8284.681641	11519.91602	6969.011719	7662.085938	7478.913086	7312.726563	0	9124.395508	8618.063477	11207.39355	9792.832031	10884.24609	5730.646973	3426.23584	6244.316406	7232.69043	8968.524414	8731.722656	7259.273438	4669.628418	9901.199219	9456.392578	7956.24707	9531.22168	7192.581055	6524.529297	8121.558594	7525.789063	8948.890625	7229.294922	4911.513672	6085.6875	7102.748047	6305.5625	10362.20313	8414.830078	7276.90625	6734.175781	8966.046875	9567.055664	9986.657227	8405.411133	7865.941406	6689.602539	8719.910156	8571.270508	9547.413086	10961.78711	10271.21875	6139.295898	6890.610352	6460.587891	8629.353516	8768.4375	8456.224609	9139.779297	7630.855469	7877.30957	7757.283203	8386.492188	4902.140137	8133.879883	7876.628906	9621.439453	9479.78418	11230.38477	6867.952148	6198.21875	9720.092773	0	10008.24805	10436.58594	5658.868652	8027.942383	8516.862305	7646.407227	6536.428711	11008.28418	5157.455078	8809.113281	7571.760742	9834.330078	7526.189453	8793.001953	8581.245117	7709.123047	6639.206055	7115.123047	8986.146484	8788.301758	5743.09668	6924.75	5361.852539	6801.47168	5908.52832	8905.467773	5517.519531	4386.331055	6109.638672	4566.397949	6025.826172	6209.266602	6233.734375	5624.845703	7403.998047	7116.455078	7216.611328	7161.339844	7902.80957	9314.723633	10941.05762	12832.45996	15958.43164	7172.745117	4662.773438	5574.006348	6539.837891	7151.105469	6546.673828	35930.12891	62113.83203	37822.03906	46898.51172	49729.23438	48405.50391	5224.786621	4346.36377	4453.381836	4568.879395	5862.248047	4835.077148	0	4692.162109	4986.761719	4810.983887	6549.52832	3817.491699	0	0	0	0	0	0	5694.520508	4190.736328	4171.113281	3683.697266	5145.327148	5699.351074	4287.193359	4094.931641	5500.237793	5326.617676	5895.248535	6425.769531	9566.674805	5828.925781	10248.51465	6637.878418	7668.050293	0	7329.70166	5968.850586	7504.874512	5878.282227	8513.923828	5281.29834	8454.782227	9641.303711	6651.063965	5894.830078	7213.185547	8450.460938	7345.819824	11038.79102	6823.891602	2937.47583	6393.974609	7823.983398	7534.251953	7975.53418	7029.658203	6470.016113	6230.609375	6943.822754	8908.970703	8673.658203	8292.304688	8662.304688	8513.024414	0	0	7359.090332	8927.666016	8764.857422	0	8274.550781	9454.461914	6740.563965	9795.029297	15981.22656	10993.7207	10840.95801	12293.62891	12254.76074	9065.995117	10315.85156	11632.59766	9016.249023	12296.99121	7856.583008	0	0	5800.143066	9242.651367	5767.804199	11879.50684	7163.098633	7133.32959	8119.840332	6659.332031	6362.854004	7464.385254	9850.347656	8174.56543	6223.618652	4951.169922	8577.326172	5975.465332	10338.07715	0	10061.02344	9743.773438	7748.098145	6524.497559	5951.385254	0	6771.020996	6227.67334	5037.682617	3515.011719	3444.324219	0	0	3344.831055	7680.489258	6165.307617	7407.612793	6415.040527	6364.466797	6815.811523	9338.703125	8327.819336	6927.885742	7743.44873	4977.152344	0	10026.20508	6436.379395	7764.322754	7942.111816	0	7941.449219	10041.28711	0	11895.99219	8546.990234	7202.208984	8795.615234	0	5487.773438	6645.996094	7925.47168	5275.171875	9513.458984	9437.537109	10627.22168	7756.369141	8238.871094	8267.083984	7903.17627	9935.289063	6918.161621	0	8755.242188	0	8230.560547	0	0	13153.91895	10315.22363	0	12512.32227	12394.28125	10108.71875	0	0	12633.53711	0	0	0	12035.95898	13954.10645	12682.24805	15546.71289	0	11881.30859	0	12320.05664	0	10370.13281	13777.51758	0	0	0	11735.24609	12670.72461	10444.10156	10930.67969	8254.332031	0	11168.71777	4017.673828	5185.286133	4934.511719	0	0	0	0	3023.150879	0	0	3806.136719	3950.369629	0	0	2655.820801	3904.165039	3197.697754	0	0	3294.628418	3652.3125	0	4707.518555	0	0	0	3502.694336	3354.182129	5389.308105	3765.899902	0	0	0	0	0	7104.919922	3950.310547	3166.250488	4162.626465	0	0	0	0	0	0	4860.005859	0	0	9424.493164	3522.353027	0	8179.516602	3896.038574	3905.636719	5374.635254	4726.853027	5699.656738	5114.481445	6081.883789	4763.224609	4937.983887	6995.688477	5913.719727	0	4775.003418	4620.893066	3432.492676	0	3390.163574	3447.352539	0	2900.805176	0	0	4890.567383	0	5679.26416	4607.269043	3803.629883	0	0	0	0	4132.201172	0	0	0	0	0	0	4632.265625	3828.668945	0	0	4334.815918	3698.541992	0	0	0	0	0	4733.722168	0	3535.666992	4671.404785	3497.466797	0	5173.056152	3398.722168	0	0	0	4761.697266	0	0	3286.021484	3949.062988	3300.230469	3168.806641	4737.627441	0	0	0	0	2911.792969	0	3089.505371	4168.700195	0	0	2607.763184	0	0	4678.22168	0	3820.150391	0	4627.576172	5120.06543	0	3494.66748	5577.750488	4321.11377	4581.645508	2780.691406	2652.92041	0	3848.310547	0	6127.104492	3843.922852	4717.800781	3011.088867	0	3536.877441	3385.02832	0	5033.404785	5823.661133	4234.946777	0	4396.944824	0	0	0	3093.865234	0	3822.706543	4301.793945	2742.875977	0	3017.482422	3458.873047	0	4254.410645	4100.20166	4465.84375	4896.344727	5654.566406	5399.944336	5983.957031	0	3798.616211	4620.789063	4748.860352	3366.843262	4081.183594	6451.902344	5869.750977	6237.553711	7099.238281	4367.772949	7529.920898	4781.864746	5801.44043	5730.194824	6734.53125	5905.513672	0	5392.94043	5108.522461	0	4908.095703	0	5466.112793	0	4360.21582	7497.013672	0	7802.556641	6048.888184	8194.388672	13324.33398	10906.96289	10750.0332	12306.1123	11847.43848	13461.8457	11688.44629	8331.035156	11652.03516	13912.09863	16351.36523	8432.579102	8081.279785	10387.57031	8335.823242	11689.27734	8314.53125	7364.071289	12501.22266	6402.034668	8252.577148	0	6952.287109	10871.93164	13389.64648	9890.488281	7783.396973	7951.094727	12145.1123	0	11961.60352	0	5600.790527	8953.621094	0	7727.029785	8691.763672	10418.08398	9763.650391	0	11970.80566	9740.514648	11369.71289	20299.5625	7204.124023	10334.88965	9681.819336	9912.894531	12094.78711	13966.68164	12425.66602	9722.514648	14301.10742	12687.31641	0	10898.25977	10581.76953	9982.910156	13815.24512	6945.791504	8030.845703	0	7598.750977	8420.450195	4830.927734	0	0	0	0	6026.326172	5985.867676	0	0	7941.541504	7024.730469	7182.857422	6990.849609	7129.242188	10854.74902	7832.960449	8160.705078	8054.116699	8261.172852	8558.563477	0	10612.01758	6595.227051	11886.0791	0	9579.977539	0	7982.048828	6944.086914	9572.894531	10383.51855	9636.859375	6540.913086	0	0	0	7714.999023	0	6542.106445	0	8568.775391	0	7983.993652	0	9355.634766	8946.839844	9778.011719	0	0	0	10863.33691	8496.665039	10297.01953	10735.66406	11439.5918	12771.12695	10164.32617	10521.74414	11034.19727	12387.22266	9577.826172	13921.47266	12863.46875	9945.46875	14646.13477	12664.90332	0	0	11810.41992	9117.869141	8356.455078	8367.675781	7315.950195	8311.085938	7330.669922	9039.634766	7119.745117	4762.344727	6153.686035	5374.852539	4260.176758	5560.339844	8653.210938	9998.043945	6895.623047	8892.771484	7420.462402	9857.337891	7189.009766	8834.050781	6187.577637	9415.467773	8448.617188	9694.40625	8779.259766	8506.172852	7628.413086	9826.205078	8641.944336	7492.679688	5639.084961	10336.7207	8753.774414	9033.917969	11234.10254	0	8438.069336	9631.580078	6498.772461	5738.950195	13070.0625	7791.863281	10335.4707	11089.81836	9733.026367	4269.620117	9816.072266	8085.431152	9178.224609	7733.447754	9580.97168	9193.455078	10822.15918	10509.18848	10956.8125	9406.131836	9305.889648	7770.675781	8833.65918	7438.473633	8132.391113	8254.067383
